4152.820313,4348.717773,4522.563965,4181.025391,4257.94873,4947.179199,4366.666504,4463.07666
4148.717773,4351.281738,4520.512695,4183.589844,4250.769043,4952.307617,4364.615234,4461.538574
4146.666504,4355.897461,4520,4190.769043,4262.563965,4956.410156,4367.179199,4473.333008
4138.461426,4350.256348,4521.025391,4190.256348,4258.461426,4963.07666,4367.179199,4477.94873
4140,4347.179199,4523.07666,4197.94873,4246.666504,4970.769043,4365.641113,4474.358887
4150.256348,4356.410156,4526.153809,4215.897461,4249.230469,4971.794922,4360.512695,4469.230469
4147.179199,4355.384277,4524.615234,4214.358887,4245.641113,4974.871582,4344.615234,4461.025391
4138.974121,4347.692383,4525.641113,4207.692383,4242.563965,4986.153809,4337.436035,4458.461426
4146.153809,4356.410156,4534.871582,4217.436035,4247.179199,4992.820313,4344.615234,4462.563965
4156.410156,4364.615234,4538.974121,4229.743652,4232.820313,4991.794922,4339.487305,4458.461426
4151.281738,4358.461426,4536.922852,4230.769043,4227.692383,4992.820313,4330.256348,4452.820313
4152.307617,4355.897461,4538.461426,4226.153809,4247.692383,4996.410156,4342.05127,4454.358887
4168.205078,4366.666504,4543.07666,4221.538574,4249.230469,4997.435547,4355.897461,4460
4170.769043,4371.281738,4552.307617,4222.05127,4247.179199,4994.871582,4358.974121,4469.230469
4156.410156,4362.563965,4556.410156,4218.974121,4265.641113,4990.769043,4364.615234,4480
4153.846191,4359.487305,4546.153809,4204.102539,4265.12793,4985.12793,4364.615234,4479.487305
4162.05127,4363.589844,4536.410156,4200.512695,4247.179199,4977.94873,4349.743652,4465.641113
4154.871582,4357.94873,4535.897461,4210.769043,4248.205078,4975.384277,4341.025391,4454.871582
4138.974121,4347.692383,4538.974121,4213.333008,4250.256348,4979.486816,4340,4451.794922
4133.846191,4347.692383,4531.794922,4207.692383,4236.410156,4980.512695,4329.230469,4446.153809
4136.922852,4347.692383,4523.589844,4203.07666,4229.743652,4979.486816,4320.512695,4442.05127
4136.922852,4349.743652,4529.230469,4203.589844,4234.358887,4983.07666,4327.692383,4446.153809
4141.025391,4357.94873,4537.94873,4210.769043,4233.333008,4984.102539,4337.436035,4453.846191
4150.256348,4358.974121,4539.487305,4214.871582,4236.410156,4978.461426,4341.538574,4460
4155.897461,4358.461426,4536.922852,4205.12793,4246.666504,4973.846191,4341.538574,4463.589844
4154.871582,4368.717773,4531.794922,4199.487305,4253.333008,4967.692383,4340.512695,4463.07666
4147.692383,4369.743652,4521.538574,4196.410156,4253.333008,4953.846191,4342.563965,4460
4138.461426,4357.435547,4514.358887,4176.410156,4242.563965,4940,4343.07666,4462.05127
4131.281738,4356.410156,4505.641113,4157.436035,4236.922852,4930.769043,4341.538574,4460.512695
4122.563965,4355.897461,4495.384277,4152.820313,4247.692383,4916.922852,4342.563965,4448.717773
4116.922852,4340.512695,4486.153809,4142.05127,4245.12793,4906.153809,4344.102539,4440
4121.538574,4340,4480,4133.333008,4229.743652,4903.589844,4341.538574,4441.025391
4124.102539,4353.846191,4481.538574,4135.897461,4228.717773,4899.486816,4338.461426,4443.589844
4117.94873,4349.230469,4482.05127,4128.717773,4234.358887,4890.769043,4343.589844,4445.12793
4118.461426,4341.538574,4476.922852,4119.487305,4238.461426,4891.281738,4346.153809,4446.666504
4123.589844,4352.820313,4476.410156,4130.769043,4250.256348,4893.846191,4346.153809,4451.281738
4131.281738,4358.974121,4481.025391,4134.871582,4251.794922,4891.281738,4356.410156,4456.922852
4136.410156,4359.487305,4482.563965,4125.641113,4246.666504,4892.307617,4368.205078,4460
4131.794922,4358.974121,4480,4124.615234,4252.820313,4894.358887,4366.666504,4460.512695
4130.256348,4357.435547,4477.94873,4129.743652,4252.307617,4892.820313,4357.435547,4457.94873
4129.230469,4355.897461,4472.820313,4128.205078,4241.538574,4885.12793,4354.358887,4442.05127
4120.512695,4350.769043,4475.897461,4132.820313,4247.179199,4887.179199,4355.897461,4445.12793
4124.615234,4359.487305,4471.794922,4129.230469,4245.12793,4889.743652,4344.615234,4446.153809
4129.230469,4363.589844,4464.615234,4125.641113,4238.974121,4890.256348,4342.05127,4444.102539
4126.153809,4356.410156,4468.717773,4134.358887,4249.230469,4893.333008,4355.897461,4447.692383
4123.589844,4355.384277,4474.871582,4140,4259.487305,4897.94873,4356.410156,4449.743652
4127.179199,4355.384277,4471.281738,4137.436035,4248.717773,4902.05127,4346.153809,4443.589844
