4388.205078,4401.025391,4577.435547,4209.743652,4132.820313,4022.05127,3986.153809,4765.641113,4221.025391,4486.666504,4298.461426,4958.461426,4375.384277,4693.846191
4411.281738,4409.230469,4583.589844,4213.333008,4133.333008,4023.076904,3987.692139,4763.589844,4232.307617,4489.743652,4300,4966.153809,4377.435547,4711.281738
4412.820313,4401.025391,4585.12793,4211.794922,4135.897461,4022.05127,3988.717773,4764.615234,4229.743652,4492.820313,4293.846191,4968.205078,4375.897461,4709.230469
4407.692383,4395.897461,4584.102539,4211.794922,4135.897461,4017.94873,3985.640869,4764.102539,4228.717773,4491.281738,4289.230469,4963.589844,4366.666504,4696.922852
4394.871582,4397.435547,4581.025391,4214.871582,4130.769043,4015.897217,3983.5896,4762.05127,4230.769043,4480.512695,4292.820313,4960.512695,4356.410156,4685.12793
4371.281738,4397.94873,4576.410156,4211.794922,4130.256348,4018.974365,3985.128174,4762.563965,4224.102539,4474.871582,4293.333008,4958.461426,4354.871582,4672.307617
4362.05127,4395.897461,4572.820313,4207.692383,4132.307617,4021.53833,3986.153809,4757.435547,4215.384277,4481.025391,4285.12793,4955.897461,4353.333008,4662.563965
4368.205078,4396.410156,4570.769043,4210.769043,4130.769043,4018.974365,3985.128174,4752.307617,4215.897461,4483.07666,4277.94873,4951.281738,4347.179199,4653.846191
4361.538574,4396.922852,4563.07666,4209.743652,4127.692383,4022.05127,3986.666504,4759.487305,4218.974121,4484.102539,4278.461426,4944.102539,4343.07666,4636.410156
4343.07666,4392.820313,4553.846191,4206.153809,4126.666504,4029.230713,3987.179443,4765.641113,4219.487305,4486.153809,4278.461426,4939.486816,4337.436035,4614.871582
4324.615234,4384.615234,4551.794922,4204.615234,4123.07666,4025.640869,3983.076904,4758.974121,4219.487305,4480.512695,4275.897461,4937.94873,4329.230469,4601.538574
4311.794922,4379.487305,4552.820313,4201.025391,4122.05127,4017.435791,3982.05127,4757.94873,4219.487305,4478.974121,4277.436035,4935.897461,4330.769043,4593.333008
4303.589844,4380.512695,4553.846191,4198.461426,4125.641113,4016.410156,3988.205078,4765.641113,4220.512695,4489.743652,4279.487305,4937.94873,4336.922852,4585.12793
4299.487305,4384.102539,4556.410156,4202.05127,4125.641113,4017.94873,3992.307617,4766.666504,4219.487305,4493.846191,4279.487305,4945.12793,4335.384277,4585.12793
4297.436035,4382.05127,4554.871582,4204.615234,4125.641113,4018.461426,3989.230713,4764.615234,4215.897461,4488.205078,4277.94873,4945.641113,4328.205078,4583.589844
4285.12793,4372.820313,4545.12793,4200,4130.256348,4022.05127,3986.666504,4761.538574,4213.333008,4482.05127,4273.333008,4940,4321.025391,4564.615234
4262.563965,4365.12793,4530.769043,4198.461426,4132.307617,4027.179443,3987.692139,4753.333008,4213.846191,4476.410156,4259.487305,4934.358887,4309.743652,4541.025391
4248.205078,4362.563965,4521.025391,4201.538574,4133.333008,4032.820313,3987.692139,4747.179199,4215.384277,4471.281738,4247.179199,4928.205078,4298.974121,4531.794922
4249.230469,4365.641113,4520,4201.538574,4140,4032.307617,3986.153809,4749.230469,4215.897461,4461.538574,4244.615234,4928.717773,4290.769043,4527.692383
4248.717773,4366.666504,4523.07666,4201.538574,4147.179199,4026.666504,3988.205078,4750.256348,4216.410156,4460,4244.102539,4937.435547,4281.538574,4518.974121
4246.153809,4362.05127,4530.256348,4204.615234,4148.717773,4025.128174,3992.820313,4748.717773,4215.897461,4471.281738,4251.281738,4946.666504,4286.153809,4520.512695
