4223.07666,4398.974121,4980.512695,4329.743652
4227.179199,4402.563965,4977.94873,4327.692383
4228.717773,4397.94873,4973.846191,4324.615234
4225.641113,4395.897461,4968.717773,4324.615234
4224.102539,4396.922852,4967.692383,4330.256348
4224.102539,4395.384277,4967.179199,4331.281738
4224.615234,4396.922852,4966.153809,4323.07666
4223.07666,4396.922852,4965.641113,4318.974121
4216.922852,4387.692383,4962.563965,4320.512695
4217.436035,4385.12793,4958.974121,4322.563965
4225.641113,4392.820313,4958.974121,4322.05127
4226.153809,4392.820313,4960.512695,4320
4220.512695,4387.692383,4959.486816,4320
4220.512695,4389.743652,4955.897461,4329.743652
4224.102539,4395.384277,4957.435547,4335.897461
4223.589844,4393.333008,4960,4328.205078
4222.05127,4384.102539,4958.461426,4325.12793
4226.666504,4386.666504,4956.922852,4331.281738
4231.794922,4394.358887,4960.512695,4334.871582
4230.256348,4392.307617,4963.589844,4337.94873
4231.281738,4390.256348,4963.07666,4340.512695
4234.358887,4396.410156,4965.12793,4337.436035
4229.743652,4395.384277,4966.666504,4331.281738
4222.563965,4382.05127,4965.12793,4326.153809
4221.538574,4377.435547,4961.025391,4324.102539
4225.12793,4387.692383,4960.512695,4325.641113
4227.179199,4395.384277,4963.07666,4323.589844
4227.179199,4390.256348,4965.641113,4323.07666
4233.333008,4389.743652,4968.717773,4336.922852
4237.94873,4397.94873,4971.281738,4348.205078
4233.333008,4394.358887,4968.717773,4342.563965
4229.230469,4382.563965,4965.12793,4333.333008
4230.256348,4382.563965,4962.563965,4333.846191
4231.794922,4390.256348,4962.563965,4335.897461
4237.436035,4394.871582,4965.12793,4337.436035
4239.487305,4396.922852,4967.692383,4341.025391
4236.922852,4395.384277,4970.256348,4342.05127
4237.436035,4388.717773,4969.743652,4340
4240,4386.666504,4970.769043,4340.512695
4238.461426,4390.769043,4970.256348,4337.436035
4237.436035,4394.358887,4966.666504,4333.333008
4236.410156,4394.871582,4966.666504,4335.897461
4236.922852,4390.769043,4969.230469,4334.871582
4237.94873,4388.717773,4969.743652,4331.794922
4234.871582,4391.794922,4970.769043,4331.794922
4232.820313,4394.871582,4970.769043,4327.692383
4231.794922,4394.871582,4969.230469,4326.153809
4230.769043,4395.384277,4968.717773,4334.358887
4231.281738,4389.743652,4967.179199,4331.794922
4228.205078,4378.974121,4964.615234,4314.871582
4223.589844,4378.974121,4966.666504,4309.743652
4224.615234,4387.692383,4964.102539,4310.769043
4226.153809,4392.307617,4953.846191,4299.487305
4226.153809,4404.615234,4951.281738,4287.179199
4233.333008,4426.666504,4955.384277,4283.589844
4240.512695,4440,4955.897461,4276.410156
4238.974121,4444.615234,4950.769043,4265.641113
4234.871582,4444.102539,4947.692383,4259.487305
4226.666504,4431.794922,4945.641113,4252.820313
4224.615234,4426.666504,4946.153809,4248.717773
4236.410156,4436.922852,4951.794922,4258.461426
4238.974121,4438.461426,4952.307617,4262.563965
4229.743652,4429.743652,4946.153809,4255.897461
4227.179199,4430.256348,4948.717773,4260
4232.307617,4436.410156,4956.922852,4266.153809
4233.333008,4433.846191,4955.384277,4257.94873
4228.717773,4423.589844,4950.256348,4252.820313
4219.487305,4416.410156,4950.256348,4258.974121
4213.846191,4418.974121,4950.256348,4256.410156
4215.897461,4419.487305,4950.769043,4251.281738
